,price
98924,10200
77879,38900
69375,69900
116534,129900
17779,304541
110031,177900
37878,60000
36400,4700
30959,273200
175,7000
6404,36000
89276,17600
67438,61900
45638,28900
98959,36800
96448,62000
41290,99900
41570,74500
73527,180897
62003,159000
21244,446800
10981,11500
78731,110900
82395,26500
96984,72190
114469,29900
23680,265000
38445,37500
98599,29900
113185,38900
84674,7500
71716,79900
9028,85900
81724,22700
78509,44900
116745,187300
45599,99900
24279,179900
11037,13900
87020,39360
4972,12500
15713,34900
26236,16500
115880,164600
36890,16900
99418,24000
46893,99000
42273,9900
90342,45900
77719,88355
115758,179900
11166,13900
89977,22900
89917,59000
87888,45555
93364,79900
74831,19600
115741,95700
115637,30800
72930,147900
73688,13200
75990,49500
117838,142500
51540,81999
39220,14999
60100,35900
72470,94999
97485,97900
10962,9900
108372,122999
113533,45900
79487,103750
28217,83900
109811,106900
4682,11900
67114,19500
74909,29900
77855,64900
1810,19900
57229,243000
76866,14900
72988,39900
59607,149900
28685,217900
56571,189000
103094,114899
23722,245900
32987,107000
32280,682600
34203,94000
80988,115000
41156,126000
73283,24900
67643,89900
49128,38500
73258,31000
102224,34900
4947,10999
76667,169899
107661,48900
70010,65900
104033,42900
74328,34300
8766,63900
61661,149000
61393,39000
110499,20000
90280,52800
64572,52800
66512,9999
1301,16900
87692,22900
6442,34700
48004,43900
92884,62500
61215,549900
94958,95900
105014,87900
117441,229900
28255,71999
15244,24900
42048,11700
69916,65900
110306,28900
60837,53900
11082,5990
18756,17900
1598,41900
23506,349332
17181,6500
47870,16500
35556,51900
72570,92900
58904,17950
26584,23900
47987,45300
46581,87900
112386,10900
19437,62900
52091,29900
85469,57250
18269,13400
73423,122900
40880,83700
3351,48300
83046,47900
729,16999
103813,62000
78780,144600
105301,39900
111893,22900
21711,172753
78213,69900
88230,92900
113531,27700
67532,49500
26726,33900
113115,49000
34545,390000
68387,6900
67745,82900
113978,41900
111246,99900
77841,57799
75518,34999
115718,219900
98009,49800
84079,39900
19314,109500
83899,18900
69181,6999
66994,19900
79869,166900
43124,13900
82101,24900
26313,15000
73395,66500
82569,44000
42610,31500
47499,18900
81748,28900
114619,89900
67028,21900
67633,42500
105765,6999
24892,16600
42244,12800
67983,76900
74825,32000
55345,192985
97137,19500
55245,35900
60504,68999
41925,3900
115940,179900
16045,36900
116026,165000
113681,13900
76034,43600
34071,65900
57002,205900
72345,114900
100039,69900
84939,18950
52234,6950
110407,109900
104275,27400
53443,70900
27997,108240
53047,40900
109859,178900
39051,14900
110804,130000
99062,59000
59510,174900
67151,30500
93941,43800
114769,119900
62968,49000
92817,90600
107491,19900
66575,10500
104813,114900
46076,28900
23853,26200
27899,84900
22545,224480
35471,31995
28376,46500
85071,16400
56006,129900
110172,22900
20085,219900
1194,14400
13887,120900
11394,4900
80648,4000
103379,37900
73385,127000
117058,160000
73239,24900
26100,14999
108984,31900
33524,184498
52082,27900
20584,199900
65559,69000
20700,139000
99028,27800
70088,71000
110386,168900
76461,141650
92736,35400
8573,29500
52040,43900
81009,189900
97403,89900
107597,13200
113869,21900
54921,37900
22592,231891
36931,16950
24339,533899
56264,101000
114583,56900
52949,28900
102329,99900
53867,69900
6008,66900
103050,87500
21200,362662
52317,27900
44363,137560
73084,19999
95160,59490
14915,26900
7955,18900
105689,5000
57117,253000
42410,31900
117684,148500
83711,27996
106695,125214
94064,42500
81263,13500
49300,42500
106879,9999
45324,13900
14600,11900
82573,64900
92355,58800
80936,112799
85851,25600
83,1950
11630,47970
9367,6700
93396,82900
49456,24900
57042,237799
63565,15900
104353,39900
4458,17950
90153,65900
65287,7900
64514,68200
39635,130000
37225,28800
13173,25000
62053,779000
65259,15500
93439,115900
33687,35900
71114,67901
1995,28500
66255,16999
11889,24900
58249,41500
27782,139900
64786,5990
36941,13500
100521,14900
51694,143900
13392,21900
110017,82900
94856,19900
28976,189900
26914,17900
98481,14900
112987,46900
22106,105500
111245,100900
13253,28900
52721,17900
12585,23900
29165,150900
114955,15900
70111,55000
4638,8000
1242,22600
89320,22900
53960,42000
26253,20900
9068,32500
58433,17900
99572,85500
79186,45900
35427,32500
47814,15900
80504,13000
57405,399900
30089,20500
83325,41000
89964,27900
114124,174900
67692,65900
62874,141200
42491,25900
72647,103900
107202,59800
68827,41000
108374,306000
46579,86500
49113,22350
86889,13500
52551,29800
73866,11500
115363,27900
25382,34900
71227,56900
39465,140000
90322,53500
98132,72000
18024,169000
97780,25800
15007,23999
62232,27000
1571,13000
13669,35900
104379,32900
50852,51900
78852,104900
40778,79950
79317,15900
22693,150900
48045,63900
90441,33900
41455,179999
92561,53000
38447,63900
7544,79900
88954,50500
38729,25400
4196,5200
29197,85000
83089,15500
43444,117700
39813,5900
104807,87700
54182,320000
77868,57900
92058,62900
13010,25000
33769,31500
48596,7500
47778,19600
108079,13900
73290,86500
87926,23550
5974,24900
117729,222790
43411,122200
96354,42000
99104,91500
82019,31900
37553,21900
77754,61800
114169,40000
59010,35950
82095,20500
29479,16900
116260,106000
57863,43900
21319,125900
45930,53900
36988,8200
92811,80800
51877,32900
64435,37500
2734,23900
46282,20900
98672,13000
89434,21900
25773,69000
35016,221707
72254,49900
59695,84900
67180,21900
11285,15400
107992,10999
109965,109900
99734,59899
65506,73900
42479,23999
81553,75000
1597,22900
18708,13750
16220,32900
95793,18400
105452,14900
30325,58700
96729,76900
42539,22400
58800,7500
20080,185800
94817,18900
109300,53990
45517,54900
16634,162000
28673,243900
74729,47900
45361,26900
27673,66900
41668,44900
7767,17900
73684,19900
60481,49999
62987,83900
46418,19900
93003,86000
12171,36400
19897,95000
24182,124900
50821,28900
104554,132250
89735,72000
56004,174804
44474,95500
24240,209900
68023,57900
18899,17000
45545,19899
70375,31990
1392,12900
18950,32000
40137,13800
60430,16000
25514,199900
116838,33900
117515,219900
12931,27900
117383,295000
86458,11800
93381,72999
69844,40500
84152,20900
115107,15900
46747,129900
51720,128900
55575,599900
55731,105000
58802,14900
103980,25900
68534,55900
108356,56900
6138,19900
68571,36500
81918,28900
74966,274900
28349,63900
105207,72800
10416,57900
97880,26800
83758,19500
66076,4000
36774,12000
50873,29900
113308,106500
61259,159900
2207,27800
65749,93500
103070,104530
92919,87768
112957,47900
107983,8999
22914,181000
110244,32999
108916,29900
111062,16900
11509,33900
59346,189000
44386,160380
99593,83000
24669,20900
56615,134900
14942,17900
6625,28900
112136,23500
113711,24900
91148,15900
73533,149900
17573,86900
76849,3400
45624,35500
16715,172815
76116,90236
103350,33900
45667,34005
97789,23990
10078,48900
16126,38900
58830,7900
54476,184000
1636,47900
71565,27000
94212,39900
62503,35999
36678,17900
106527,43900
117092,132000
24979,24900
48792,36900
105570,52800
44943,59999
5184,27000
101154,173800
24305,229000
38941,15900
74779,46900
94412,98843
66045,10300
47167,4900
51309,65900
9324,13500
97371,91500
49562,27200
76455,147950
59580,145900
109303,167900
38683,109800
11817,17900
95243,10990
60294,12100
108999,29900
52981,15500
61829,189000
1720,28900
109946,98000
9601,24900
88871,107200
79664,28500
104473,25900
19026,18000
54812,19800
114416,32900
78564,74500
32660,168800
37333,18900
88641,7900
103741,14900
35224,142900
14756,28900
58279,41900
100984,92000
12447,40900
62850,132100
77802,67799
60596,59900
55282,125000
39889,9500
22746,35900
33435,247500
1794,22500
107045,43900
41042,156900
71682,114900
49723,25999
15906,67900
100706,50430
116460,299900
16415,79900
90958,79200
54192,156900
109872,123990
1903,31900
115405,71500
13310,31900
64159,33900
21748,224500
84898,147900
108286,81900
10263,48900
43826,31500
74782,21900
66913,28888
45400,15800
13629,25800
115647,46000
77638,67900
85078,15500
114425,27900
23905,47900
101018,46800
35672,63900
104097,38500
40229,28900
61036,159900
10571,56000
23583,150000
81851,21900
80122,88000
47967,40900
107737,18900
84434,32900
53989,68900
99017,26999
4270,16900
2727,23800
114976,10500
96238,44500
113748,19500
64076,85000
82391,17900
36914,18900
25409,39900
57990,138130
33683,33900
87230,99900
36125,10500
79183,53900
1470,15900
12467,15900
25158,105000
61049,159900
71281,35900
111152,18900
88979,64900
59460,97900
8213,27999
34248,199799
17678,99000
12716,15900
40100,16800
13120,15000
30347,72500
85416,48900
51458,64900
50171,3000
77832,69799
52134,9950
1101,15500
112594,17950
34038,262000
62435,95000
65162,28900
18416,25900
63485,7900
111918,21800
42653,31500
23679,417420
39718,19900
85506,77900
61534,7999
83065,14700
3415,58900
19907,98000
80248,79900
98582,10000
112394,23900
105691,7700
11491,149994
92084,57500
47063,8900
62307,35900
18900,25900
96845,139000
76040,39900
102924,35900
4261,12499
73069,31700
33035,55500
78418,84900
81873,26900
114572,109000
69175,4999
68072,9990
56764,175000
110737,14500
30095,21900
16429,189900
84778,48900
26781,26000
84734,15900
6272,35500
109592,53000
10804,51200
97619,13500
55106,96799
117037,289700
22949,81900
115951,159900
108893,37900
45427,11300
47629,13900
91315,23500
58846,22999
61915,229000
92243,47900
18157,8899
3900,53874
98310,15700
48781,49900
92827,115000
99054,74900
82792,40900
59372,29900
4881,8200
2951,23900
104596,77900
20491,224900
53145,19700
44680,72000
23980,59000
31476,169899
32192,535111
98769,25700
37315,22700
77480,87900
3626,51800
53085,22500
86301,13900
106290,16900
81818,32000
10830,116900
64898,72650
98683,10500
78182,69900
40152,20900
49637,35900
111432,91900
15386,65900
82714,38900
50706,19700
4234,25900
99981,141900
67864,167900
108816,54900
57912,88700
37796,32900
116555,199248
33458,168999
43259,120000
80851,14500
93709,19800
28156,104900
1567,15900
106643,35800
90639,29900
578,9900
68396,9900
54906,30499
60857,239999
109012,71500
7698,11800
108415,13900
77701,25990
78253,55000
43341,112860
6018,34999
83649,9700
4540,11500
65737,36400
106922,9650
54942,49900
53424,115900
97943,55900
73641,13400
50249,4900
95881,58900
17798,169900
71796,93800
71085,22900
89937,22950
54679,17900
31843,42000
31916,28900
15549,58900
110046,88000
7918,16900
107433,141300
100364,124900
9498,13700
84038,17800
87046,48998
27150,79999
48103,9900
22418,264999
111454,141968
62150,476242
27262,23000
82976,49900
102800,44900
97821,25900
94205,34990
37190,19999
9561,38500
104006,44990
9117,12300
62312,104900
31463,243000
115853,129000
21516,196610
32261,230010
71151,25999
89228,40000
90580,41500
13221,13300
99770,63900
47330,27900
73893,15900
106250,18800
31518,330400
2973,75900
36844,18000
97738,21900
104138,24777
48878,32900
91661,39900
89525,18999
77580,75900
80457,89900
79962,72900
12492,29900
60384,29900
101817,11900
53618,45800
69780,79900
82576,33900
73873,12500
29082,359500
74214,53900
54681,33900
55593,669000
26179,23000
4726,18850
3069,44900
13791,39900
87873,32000
105102,67900
39252,19800
7044,52900
42934,93700
91874,36900
64690,26000
53639,58800
97250,21700
1385,13900
64423,24900
19954,259900
21406,71400
42628,33500
14280,12900
79856,49900
21515,225380
65220,69900
57407,380000
50233,32000
19349,60900
97116,19900
91793,35500
111990,20999
41807,33000
94685,16999
90165,34000
106149,12300
104801,95940
71893,30000
105392,28950
1417,15400
31037,174900
4125,8500
77714,62888
114760,33500
83655,34900
111505,29900
66034,9900
26699,24900
24946,13900
56374,124900
76581,124900
112144,15900
27097,26500
84171,24900
107262,17700
41779,117000
27654,50000
32947,110000
96470,103000
38728,19999
82915,19500
44426,119000
95507,14800
19950,184999
57029,144900
35019,94999
114899,18800
34125,86900
22495,216900
59642,159900
53332,47000
101506,57700
102457,74000
1428,15500
30657,77900
52190,4900
113940,77500
56816,289900
28801,206500
111321,91900
61736,52900
102748,27300
108589,59900
7836,10490
106842,6999
106681,25900
19629,137900
84503,30900
81961,36900
79523,65900
94963,99900
68234,5990
10593,53500
609,13800
56584,115000
34215,39999
109115,133100
90499,35999
82956,86900
55982,109900
44647,24900
100018,85900
6866,21000
59491,179900
38258,67700
60566,109900
90877,23900
66838,25900
88296,72900
773,17800
50164,2250
45215,20200
61326,169751
117919,159500
2904,15500
33772,29900
71774,95500
51910,48000
66204,20900
37156,18900
100431,129900
66793,26500
73101,21900
106168,12000
63854,14999
58161,6900
49033,34700
25960,10000
106351,29000
31188,107010
24541,19900
36840,13900
9279,7900
84070,33500
24824,22900
32314,339900
595,7700
71435,10900
98658,9900
100532,128600
50897,44999
78697,170600
38551,101700
6075,24900
64264,26650
13019,21500
26676,23800
64128,34900
59855,164000
18180,7900
17576,42900
62078,409000
108392,64900
87496,75999
15223,23000
64644,67200
73299,103998
46972,209000
5987,39600
32095,100000
52959,39500
26616,19900
39767,5200
36302,4900
34151,68900
29808,15500
76705,96800
73321,87500
61354,210000
7474,88900
74670,38900
14984,34900
77076,13900
33739,25999
88747,23900
26965,19999
12818,18900
55410,146324
27403,21900
7558,15900
109393,51900
21801,49900
23288,391100
80336,144900
31598,110900
66934,17990
39171,68500
17124,6900
33832,147900
44961,89900
116667,254900
34679,217900
59009,36950
44690,173000
52348,13900
115648,48900
92598,53700
52527,31300
97465,129900
6356,36900
8520,29200
34751,151290
79298,21800
39849,13500
70571,11999
82415,23900
82817,19900
100863,127900
52707,34900
69372,49815
41248,139900
108649,37300
34651,18999
71299,33900
63207,91900
86475,7900
112675,14400
3735,32500
116069,39800
47320,12900
109901,153900
102843,46000
96137,53900
21837,280710
1860,29000
9928,18500
7502,42999
80442,79999
2036,29990
54245,50900
16144,43900
55291,212421
57928,116850
51361,144499
36073,10500
101529,75900
117853,169000
74631,35800
116210,81900
5470,63000
18632,15800
72070,21900
53451,76999
53730,66899
82866,54200
107452,17900
94179,34900
2732,26999
22858,499900
47151,10900
42130,14700
18011,294050
96725,107190
95369,15900
46069,64900
47884,18900
97418,123900
57534,270000
6374,38000
25776,169000
110795,95900
109636,33900
28772,266976
115041,22900
106154,32999
106064,13900
75483,46799
108101,13900
45328,9800
58561,15900
69975,64900
91784,36900
85170,26900
110991,10700
29209,89175
78621,59999
60107,14900
49500,38900
10276,55000
81651,23900
21093,87000
49132,15999
79124,53000
76216,2800
6165,28900
16314,69900
24210,135000
88628,9000
22184,51900
57836,159700
102826,33900
112931,79900
76056,40900
98195,104900
84475,64900
103908,38900
17697,49500
60264,22100
61444,239000
7811,11500
93231,112900
101452,65900
53698,41000
60241,25800
44284,92900
13508,27500
84265,138900
95912,49800
12872,35000
112327,15300
106459,27900
50444,8500
48057,42900
67016,25900
36554,14900
85061,39900
33057,67900
84360,29900
115183,8500
59260,34950
57881,38900
87890,67900
114822,43800
25304,40900
66878,28000
106480,81200
32624,41500
106404,31900
40907,85000
20601,85900
76588,109999
40832,79900
90751,73000
10488,63000
4690,18800
80910,207100
35045,69900
116867,28000
134,12900
117349,126000
92401,42999
87076,44900
86789,10000
22119,75400
78632,33999
91407,21900
29830,39900
94890,15500
48431,10900
94523,90598
78857,58000
99037,19000
117559,297600
80834,14900
12777,50000
87262,60999
8502,30900
81531,11000
16877,239900
116807,21500
54719,31000
115751,259900
28087,100900
20620,178965
84805,23900
51750,154800
16303,27900
45082,99900
27276,50555
100823,133900
61005,126900
114496,30900
70957,44000
59078,49900
111816,21000
20255,232900
88456,161400
115466,49800
41016,94500
74550,91000
73453,119000
9439,8900
65594,84747
31788,150000
90688,78000
93026,88500
90568,31500
107707,15500
105228,88777
23795,420600
62681,126300
94299,81900
111149,15900
1146,11900
82008,21500
39902,8990
36643,21499
86044,44800
97656,58999
83796,11900
53001,15900
108183,19440
28144,49900
21197,392610
27898,184900
41471,74900
56436,43900
15078,16200
17763,46900
86243,12900
103692,19800
55710,51000
31444,205800
109334,146250
13612,23500
22911,46900
66405,23900
49608,55900
91367,18900
115954,159900
37693,66500
16006,38900
27244,45000
24832,15500
10327,117300
4031,2199
112799,73900
61601,294000
25203,38900
102356,67500
85512,15999
116908,35000
94069,19000
88743,17000
67548,56000
110747,14000
69127,149900
74189,54900
76115,92300
12513,36000
36151,4900
68156,13990
95401,19900
6988,37700
527,26500
67943,49900
109943,163300
117715,329000
28380,53707
6855,21500
86999,62699
95893,66900
6059,23500
109589,27400
22928,95000
91587,36600
72584,107850
17095,75500
65900,74500
103389,21900
11944,15900
60512,84900
80986,209890
100958,168200
70570,9800
90146,74900
32045,79900
33713,89900
58197,6800
107857,13200
